Date,average_sentiment,mention_count,total_score,sentiment_moving_average_3d,sentiment_mentions_interaction
2020-01-09,0.19399604877316606,0.008441193021947102,0.003145835742089644,0.27424030458896226,0.001637558093189359
2020-01-10,0.26028456982610415,0.0028137310073157,0.001960727637106409,0.27424030458896226,0.0007323707648455377
2020-01-13,0.3684402951676166,0.00731570061902082,0.0019799976875939413,0.27424030458896226,0.0026953988954299467
2020-01-14,0.15563549586088052,0.011536297129994372,0.005082475816086638,0.26145345361820044,0.0017954573242251269
2020-01-15,0.2402811722033104,0.003657850309510411,0.0023894862604540022,0.2547856544106025,0.0008789125601134034
2020-01-16,0.38148933452485967,0.008441193021947102,0.0026544494546575713,0.2591353341963502,0.003220225108538489
2020-01-17,0.2822466005029144,0.005627462014631402,0.00249547153813543,0.3013390357436948,0.001588332023088995
2020-01-21,0.2457598597313868,0.007597073719752391,0.0039599953751878825,0.3031652649197203,0.0018670557717353525
2020-01-22,0.28479297026245437,0.009003939223410242,0.0012043781554707672,0.27093314349891856,0.0025642585954976198
2020-01-23,0.1276629034405606,0.008159819921215531,0.0016186842409527111,0.21940524447813392,0.0010417063026945013
2020-01-24,0.17481513866730436,0.009285312324141813,0.0014500712991868036,0.19575700412343977,0.001623213161514081
2020-01-27,0.12841100327593147,0.011254924029262802,0.002085982965275369,0.1436296817945988,0.0014452560863920255
2020-01-28,0.2872446562761092,0.009285312324141813,0.0014548888118086868,0.19682359940644834,0.0026671563469644354
2020-01-29,0.12861136313607666,0.017163759144625777,0.0016572243419277757,0.18142234089603912,0.002207454460129622
2020-01-30,0.17285538345699833,0.03714124929656725,0.004157513392685088,0.19623713428972808,0.0064200648892301015
2020-01-31,0.22645622983961802,0.05571187394485088,0.004533279377191968,0.17597432547756434,0.012616300930850978
2020-02-03,0.2014581954054447,0.14743950478334272,0.01185108104983235,0.200256602900687,0.02970289656512466
2020-02-04,0.2205476595643115,0.07737760270118178,0.005853277835587929,0.21615402826979144,0.017065449178442788
2020-02-05,0.15173923267514974,0.04614518851997749,0.015661733533741857,0.191248362548302,0.007002035497671513
2020-02-06,0.2247597394572408,0.04108047270680923,0.0034493390372682775,0.19901554389890067,0.009233236342362734
2020-02-07,0.25096850589466596,0.026449071468767585,0.0031699233051990594,0.20915582600901883,0.006637883948817839
2020-02-10,0.2677434940888218,0.0498030388294879,0.006864955486183374,0.24782391314690952,0.013334439632448358
2020-02-11,0.2363750878832478,0.05233539673607203,0.005809920221990982,0.2516956959555785,0.012370784002893665
2020-02-12,0.23786621188824802,0.026167698368036015,0.00419123598103827,0.2473282646201059,0.006224411284639016
2020-02-13,0.18524138952681954,0.025042205965109733,0.009037653678652637,0.21982756309943843,0.004638853029793736
2020-02-14,0.13235538574901862,0.020540236353404615,0.007101013604655644,0.1851543290546954,0.002718610905930883
2020-02-18,0.1488742583553225,0.028700056274620148,0.005390796623887154,0.1554903445437202,0.004272699592640095
2020-02-19,0.2130438980751529,0.03038829487900957,0.0028856900605079587,0.16475784739316468,0.006474040796881405
2020-02-20,0.18213623950315005,0.03657850309510411,0.004619994604385863,0.1813514653112085,0.006662271000396598
2020-02-21,0.14382325242076344,0.018851997749015192,0.0030832080780051644,0.17966779666635546,0.0027113556308922763
2020-02-24,0.13973474752686868,0.019414743950478333,0.006335029097776236,0.1552314131502607,0.002712914344218891
2020-02-25,0.1613419053429343,0.028137310073157007,0.003458974062512044,0.1482999684301888,0.004539727218428089
2020-02-26,0.22326356860297492,0.030669667979741133,0.0028953250857517245,0.1747800738242593,0.006847419521025398
2020-02-27,0.1581817176601921,0.04389420371412493,0.004875322773345666,0.18092906386870045,0.006943260538826665
2020-02-28,0.17628658363876948,0.06696679797411369,0.020161290322580645,0.18591062330064548,0.01180534803208417
2020-03-02,0.15722167831114672,0.04811480022509848,0.04235557097159594,0.1638966598700361,0.0075646896429955235
2020-03-03,0.25288209519961524,0.038829487900956666,0.005939993062781824,0.19546345238317717,0.009819282255922032
2020-03-04,0.21440524456571383,0.03939223410241981,0.023899680117161908,0.2081696726921586,0.008445901586719172
2020-03-05,0.15110150041068818,0.033202025886325266,0.04916271630631672,0.20612961339200575,0.005016875928098257
2020-03-06,0.13316012431636878,0.03376477208778841,0.006282036458935522,0.16622228976425693,0.004496121248723763
2020-03-09,0.22673601014631956,0.05683736634777715,0.007987435927082127,0.17033254495779215,0.01288707767291968
2020-03-10,0.14199208547884276,0.0658413055711874,0.01076714070990866,0.1672960733138437,0.009348944288702648
2020-03-11,0.08667483145209502,0.06865503657850311,0.006628897367711103,0.1518009756924191,0.005950663723779176
2020-03-12,0.1644551897226282,0.08047270680922905,0.0063880217366169495,0.13104070221785533,0.013234154265805199
2020-03-13,0.1576176198078734,0.17642093415869442,0.04349732146298223,0.13624921366086554,0.02780704772637496
2020-03-16,0.1467151305312269,0.11311198649409118,0.010150499094307626,0.15626264668724285,0.01659523986312696
2020-03-17,0.08615858371911536,0.10664040517726506,0.024116468185146647,0.1301637780194052,0.009187986277305774
2020-03-18,0.11952322976478419,0.12746201463140125,0.022627856784984777,0.11746564800504215,0.015234671661071255
2020-03-19,0.11319586960336069,0.12633652222847497,0.011716190696419623,0.10629256102908674,0.014300772496316531
2020-03-20,0.14244081368419106,0.09257175014068655,0.02194376999267738,0.12505330435077863,0.013185995414209022
2020-03-23,0.0806277625228741,0.08356781091727632,0.013325239912128568,0.11208814860347527,0.0067378856131946
2020-03-24,0.06476436654674769,0.0714687675858188,0.007650210043550314,0.09594431425127092,0.004628629460572289
2020-03-25,0.06220740038371808,0.09566685424873383,0.04755366709060777,0.06919984315111329,0.005951186305701787
2020-03-26,0.14862966262265304,0.0658413055711874,0.010945388676918332,0.09186714318437293,0.00978597103368059
2020-03-27,0.13990420037093257,0.06218345526167699,0.05737175781400547,0.11691375445910122,0.008699726584686578
2020-03-30,0.180159432280535,0.050647158131682614,0.005781015146259683,0.15623109842470687,0.009124563255626422
2020-03-31,0.06377844349395916,0.04558244231851435,0.05292519366400739,0.12794735871514223,0.00290717722172802
2020-04-01,0.14404419274198876,0.051772650534608895,0.004827147647126835,0.12932735617216096,0.007457549652370831
2020-04-02,0.13976953479666615,0.05880697805289815,0.011870351100319882,0.11586405701087137,0.00821942396525133
2020-04-03,0.028457704214483917,0.04164321890827237,0.022497783944193935,0.10409047725104627,0.001185070406230619
2020-04-06,0.09376524438007863,0.03714124929656725,0.00740933441245616,0.08733082779707622,0.003482558316874052
2020-04-07,0.17821473964267387,0.02363534046145188,0.002962770262458088,0.1001458960790788,0.004212166046703603
2020-04-08,0.10053385971487627,0.03967360720315138,0.011171811770146837,0.12417128124587624,0.003988540860944726
2020-04-09,0.15687768251481646,0.057118739448508725,0.005968898138513123,0.14520876062412216,0.008960655472849674
2020-04-13,0.1421270852234112,0.055993247045582444,0.007510502177515705,0.13317954248436795,0.007958156994783012
2020-04-14,0.22747074673224654,0.05289814293753517,0.00346860908775581,0.1754918381568247,0.012032780074750239
2020-04-15,0.23014221542672533,0.0554305008441193,0.01844143831656839,0.19991334912746098,0.012756898266478585
2020-04-16,0.21171901540182836,0.06668542487338211,0.006537364627895325,0.2231106591869334,0.014118572495845055
2020-04-17,0.16600039991741475,0.03601575689364097,0.006412109299726365,0.20262054358198944,0.005978630047672788
2020-04-20,0.15407337844939786,0.05936972425436129,0.011518672678922417,0.177264264589547,0.009147293993478602
2020-04-21,0.11791166292230501,0.06781091727630839,0.006224226307472926,0.14599514709637254,0.007995698020336384
2020-04-22,0.18387949375117474,0.07118739448508724,0.010295024472964117,0.15195484504095919,0.01308990205938301
2020-04-23,0.11260125052041761,0.07794034890264491,0.008546267391220564,0.13813080239796574,0.008776180752435475
2020-04-24,0.18620437178418797,0.06218345526167699,0.006098970979303966,0.1608950386852601,0.011578831222370722
2020-04-27,0.1789944653648633,0.0875070343275183,0.007924808262997648,0.15926669588982292,0.015663274825118877
2020-04-28,0.19087570657866548,0.30022509848058526,0.02178479207615524,0.18535818124257222,0.05730567780513114
2020-04-29,0.2219409205060009,0.1325267304445695,0.008560719929086214,0.1972703641498432,0.02941310454651841
2020-04-30,0.2360892526207784,0.057681485649971866,0.0029001425983736077,0.2163019599018149,0.013617978837158012
2020-05-01,0.1921981779875393,0.037985368598761955,0.00437911897329171,0.21674278370477285,0.007300718634867137
2020-05-04,0.20485505443675553,0.02926280247608329,0.003386711373183798,0.21104749501502437,0.0059946329942100664
2020-05-05,0.24411588938172435,0.04333145751266179,0.0048656877481019,0.2137230406020064,0.010577897288909835
2020-05-06,0.2582849566877465,0.03629712999437254,0.0035119667013527576,0.23575196683540878,0.009375002648486015
2020-05-07,0.2990687470700958,0.05486775464265616,0.014529618067599335,0.2671565310465222,0.01640923063552861
2020-05-08,0.19594078543940735,0.04220596510973551,0.0059207230122942925,0.25109816306574984,0.008269869953829799
2020-05-11,0.18766836841593898,0.04839617332583005,0.0055112344394342315,0.22755930030848068,0.009082430885633513
2020-05-12,0.2754057170246027,0.03967360720315138,0.0029724052877018537,0.2196716236266497,0.010926338238736347
2020-05-13,0.14988372252685353,0.04305008441193022,0.006407291787104482,0.20431926932246505,0.0064525069067553715
2020-05-14,0.31285710516786036,0.04839617332583005,0.003935907812078468,0.24604884823977216,0.015141086687921211
2020-05-15,0.14794286622307865,0.04586381541924592,0.0033818938605619147,0.20356123130593085,0.00678522430904947
2020-05-18,0.24180367659968247,0.03770399549803039,0.003820287509153274,0.23420121599687382,0.009116964733921625
2020-05-19,0.21688709583822116,0.04614518851997749,0.005125833429683585,0.20221121288699406,0.01000829592500514
